cid,text,time,author,channel,votes,photo,heart,video_id
UgyzVjFHITrtw7pbred4AaABAg,filthy!,قبل 12 سنة,Vlad Yuzkp,UC247-kSz7AYBfNWVr8yve9w,0,,False,Ae2eXFSsLYE
UgiOsVPVjIDGIngCoAEC,"OUT NOW! The brand new Freestyle E.P by Dr Phunk including ""Be Original"" and ""Technology"".

Grab your copy at one of your favorite music portals.
http://www.dirtyworkz.com/music/phunk-it-up-part-1/

iTunes: http://bit.ly/1epAJr1
Hardstyle.com: http://bit.ly/PTy8xe",قبل 8 سنوات,Dirty Workz,UCt8hUmML7zjM6effdZ3Ip5A,2,,False,Co4szWYBjnI
UgyOhmE5-XLYDR5ApTp4AaABAg,"Me encanta este tema, y la bateria de jimmy de grasso es lo mas!!! El Colo es un genio",قبل 9 سنوات,Lucia lapor,UCPLjLNsEF6S29RlodlCHbgg,1,,False,ZMUsNktSnI4
UgzBM4HOgLCFHmTwBXV4AaABAg,Aleee tio no lo he podio ve entero por culpa de internet!! bajate hoy un ratooo y hablamooos!! mu wapoo el efecto de las letras me tieness ke enseñar a aserlooo cabrooon!!! XD engaaa un abrazooo!!!,قبل 11 سنة,DFensor Rap,UCajrtuQy5Y-Za-fVnyGlqqA,0,,False,Zhzi9_NF4zs
UggPlRseMFKo_ngCoAEC,avangaluku poltics pathi ena tharium nanga epdi avangaluku otu podanum ......,قبل 5 سنوات,Miracle Maran,UC6h2w8t6LEbjwrVGQ7OAnwg,2,,False,Tim5wTcHzDI
UghHjq0FCowJQHgCoAEC,rianti lucu...,قبل 5 سنوات,machiku impact,UCqZnBOBDgKgMfrqGzHKHKAw,1,,False,OidOefTOFIw
UgyDUzPCC_nvtWOOn414AaABAg,Gemini Sun ☀️♊ Sagittarius Moon 🌙♐ Sagittarius Rising 🌄♐ North Node in Sagittarius as well ♐😂 Libra MC ♎🤓,قبل 3 سنوات,Kristina Nk,UC2D2KosxW1gPHqmAgkoJPbA,2,,False,IULcg-ZUBfQ
Ugj4s1QFCDcZVngCoAEC,Amazing. One question though - didn't the guys at the junctionVFX do this short?,قبل 8 سنوات,Erel Herzog,UCpYhSzq89VCeo_p8L9GCSWw,0,,False,VC_Q0y13Bdk
UgyOJAy7Fjwkgk9Hubx4AaABAg,nice one ROCK!!!..,قبل 8 سنوات,davidzkorn TV,UCPPHgC4x2RBt3pivOAcPUUQ,0,,False,aGwdqAsEFU0
UgztYdG48l3yik5bp4V4AaABAg,"Of the original four i feel Terry has the best voice but as far as LIVE performances go, Cindy is the only one that seems to be flawless throughout.",قبل سنة واحدة,CeeCee Tracey,UC-8PfiJk5lpY_Mn6bd6crYQ,0,,False,qfRdO9gnQBw
UgjMe3GCTaS5F3gCoAEC,"keep continue this series,soldier!!
great videos,sherman...",قبل 6 سنوات,Arizza Pratama Putra,UC2l7SgXRfVogTaiUjlw9r1w,0,,False,bZ8up63ckoo
UgyZbsMgYonk6JY4_lx4AaABAg,Ke?,قبل 6 أشهر,Zaira_ Gamer_565,UC2cDLLiX3UbaikqKd2L33Gw,1,,False,dLKuQS6jwdk
UghpErkG4SsXqngCoAEC,"That's what I do for hottubs or ""hotsprings"" is lava with dark glass over it than water",قبل 7 سنوات,keese eee,UClDeC9NVW39eZZ86y9o3OOg,0,,False,N9GEHTUceA8
UgyvvHHzRXXURUvWedp4AaABAg,Kasi-bittistä. West sides lippistä <3,قبل 10 سنوات,"Well,",UCDQgG0_AyVynDqP_RWvR7Vg,5,,False,J541vPdMRl8
UgzjTWxTBDaftkNnQm94AaABAg,He looks like Omari hardwick he should have played ghost brother and took over,قبل سنة واحدة,vampires templar,UCuyKhuBrhuyJHAQTwUad_cQ,2,,False,TfBr4Lk_qjA
UgzbutmxwMcQG2okvOJ4AaABAg,Pang World class! 👏👏👏,قبل سنة واحدة,kimmy santos,UCUcv-wn2Fc6-Diqs1-TMGxA,0,,False,kXuqldjo-5A
Ugy5zdmrcjbWUo022yZ4AaABAg,The old Trig back. The one with the braids.,قبل 8 سنوات,TheGhostNextDoor99,UC1yxO-JEZP8pOrQm4ISrUEA,0,,False,DE0QK5Vtzf4
Ughh3EEX5r32ZXgCoAEC,El mejor alcalde de Lima desde 1821..!!!,قبل 4 سنوات (تم تعديله),Jose Mena,UC715It528BuXKXWlDaZb37A,4,,False,V3iUkUiSObc
UgiQw0dnZyVWHXgCoAEC,Que zona es esa?cuales son los requisitos para entrar ahi?,قبل 4 سنوات,Osmar Manzanilla,UC8uIdCKnW0P3ofef9ugtKjQ,0,,False,kQax4Whd7Ug
UgzVw4q24lL6OCRokeh4AaABAg,Kuv tsis pom leej twg zoo nkauj li vim lawv cov plaub muag dag thiab makeup up ntau heev li,قبل 4 سنوات,Cua Yang,UCxrL_7wS4SVXSH-M47IRANw,1,,False,J25nEVQg94s
Ugiwn7rjWfLLwXgCoAEC,何故かロビン魂の歌がムーミンを思い出しますww。,قبل 6 سنوات,城戸影武,UCbvvXn9mlbG5MBmm4BwbbCg,0,,False,dBOeSigGalQ
Ugz112vJVKK1UpkjfXx4AaABAg,"Бл, почему не могу скачать?",قبل 4 سنوات,EsaDy,UCyosVXK9oL7bbvLis0_e0Tg,0,,False,JMUpMt7ucQg
UgxE3w6Oe3z8fk6NgDJ4AaABAg,Essa música  é linda bem  calma é bom ouvir  e viajar no tempo maravilhosa........,قبل سنتين,Izabel Silva,UCnhceVECvEyb5zdMfqh_EAg,0,,False,uHXjb6Pu4ws
UgwBXytLQq4uONc6kpF4AaABAg,"According to Alex Jones this was a ""Operation Gladio"" special Operations and this guy was a type of Bourne identiy sleeper triggered for a mission. Personaly I think the world itself has gone insane. ",قبل 9 سنوات,ValhalaFiveSix,UC8Hyl_L_8AZB9lEUWpc9ozQ,0,,False,jGAZTI8YbeU
UgycoZq24BDoFcoxuQp4AaABAg,А из какого фильма кадр в конце на заставке?,قبل 12 يومًا,Maria Karrramelle,UC6vjGYSpVQXd6712ygsCG4g,0,,False,W7bqPq2UW24
UgjPfNUX7kqh3XgCoAEC,"excelente, gracias!",قبل 6 سنوات,Julio Gutiérrez,UCvQcI61RlzbEb-gpXCG68rg,1,,False,n4QRfpCYDUA
UgxIEIrbRTIhhSZSY5x4AaABAg,"It took me a while to get the timing
Although it's tempting i found that u can't let LIL get too close to the platform otherwise he will stop.

Cool down the lava
Swipe Lil to the right
Push in 1st platform when lil reaches the metal ledge
When 1/2 to 3/4 in front of the 1st platform push in the 2nd platform
When 1/2 to 3/4 in front of the 2nd push in the 3rd

In between the pushes u want keep the fan running, maybe get someone to spin the fan while you concentrate on the platforms if it helps

",قبل 9 سنوات,ZonalRipper,UC_vaWdcHvdHVzyXd8Rei0Jw,0,,False,w2FlXshpllM
UgyA4ueVWUEFOHnbhHd4AaABAg,Las aguasalá! Unas diosas  ayer y hoy!!!,قبل 7 أشهر,Vanessa Henriquez Gamez,UCD0YY4nFkbCXEef5eaMSfJg,0,,False,dWPDqbLeN4g
UgybiTMoZIKrOdMpy_B4AaABAg,@amr976 ايش هذا القرف ياسفيه..,قبل 10 سنوات,ولد حاشد,UC9ou3eWZ5uO1Q_dbAdAHjng,0,,False,Fl_-aeeUGx0
Ugwe9q8DK2XWcvpJL7l4AaABAg,skoro go wprowadzacie to po cholerę się ludzi pytacie czy im odpowiada??,قبل 11 سنة,Szymon L,UCb8N5ErYTbLwJ_5uXEUTXLg,0,,False,zhAcwVxMOxQ
UgwPofODLQF0in25wEl4AaABAg,"Chennai to madhurai 900 na nalla irrukum , train la bus la 1500 avuthu.",قبل 4 سنوات,"PLYMER .,inc",UCAzjnqD_aPlXkklqJf923qg,0,,False,cQ8PyqGLkzA
UgxtVqGkP7isc2ieqEB4AaABAg.97ElHAFpinY97Moh1bXYCE,😊😊😊😊👍,قبل سنتين,Vikash Kumar,UC38mBOuePXoiEsM38HSaklw,0,,False,OTUM8HACl0Y
UgyrDylE2XbLvqiI62Z4AaABAg,"Grabe Pau, napakabuti ng puso mo. Pakabait na kuya at anak, kaya deserve mo lahat ng blessings mo sa buhay....",قبل 3 سنوات,TheRed Butterfly,UC7GR8XEWaYmrCsqk_ORYb7g,0,,True,5wWucvrsgBo
UghsvAQcLRirBHgCoAEC.8QjzoYsOBya8bHbRsZvznC,?,قبل 4 سنوات,Mr. Horton,UCkZuvaMpoigaF5enADyFLzg,0,,False,ZYzRlyJlXSI
Ugwq3O5QbyQsS_CHAEd4AaABAg,سلام دکتر ممنون من از حرفهاتون می آموزم.تله ها هم پیگیرم دارم گوش میدم,قبل سنة واحدة,Nahid Khoshbakht,UCUqJy0vRwQlrOjl8SFMF8Fg,2,,False,7qjutSl9J30
Ugy_Zf48fHuHl20szc94AaABAg,Me encantan Sebastian  un buenisimo actor me alegro  q este feliz con su Vida y su pareja enorabuena,قبل 4 سنوات,Lety Gaber,UCJAPuTMnSWSfX97NXxziTiQ,4,,False,8sjkmTq4lnI
UgjPZyrDxMaN2ngCoAEC,"Muy buen trailer esperar cuando llega, like y saludos.",قبل 7 سنوات,aldemar28,UCUY62odJRQ3s7HIlk_txzPg,0,,False,EZmVKi_1BSA
UgyUvFfjEKIKb4fVOId4AaABAg.8_X_zgMf75w8_XmwATx-yo,"Я все понимаю ,сама из музыкальной среды, в оперу не ходок... но такое, и за бесплатно, не заствила бы себя слушать... И все таки, о вкусах спорят....живя в Штатах более 25 лет, многого насмотрелась.",قبل 4 سنوات (تم تعديله),Alisa Y,UCHBa_SOyIAmZ9eT6yAeYumQ,0,,False,CjK9XZRIJqE
UghnvWARd9FaengCoAEC,방콕,قبل 5 سنوات,박경미,UC8QxQv1mORrbq4F-KI1j9dQ,0,,False,-5jI8CWT8N4
Ugw_MAvqy4hpFXI2ODx4AaABAg,"@filmdirectorlord 

G'day, thanks for your comment.

The flight time between Auckland (AKL) and Brisbane (BNE) is approximately 3hrs and 30mins. ",قبل 10 سنوات,EK433B77W,UC2ebeOjJV-YtDKt4Pf_lTFA,0,,False,6bSPLiplrEc
Ugw5O9zc6ovIKMn-9Cx4AaABAg,"Muito bom seus videos, bem explicado, qualidade ótima de som e imagem. Parabéns!",قبل 3 سنوات,Janailson 69,UCDULzkMy7wlbp8hA2QvlIOA,4,,True,VVwqqnCZWX4
Ugzejvtls4bADwDpabZ4AaABAg,Thanks man I was searching for forever trying to get a kirin HR quest,قبل سنة واحدة,Ventexs94,UC1lZNSOgP4_dp0cMwhEfRTQ,3,,True,J5SPybAJbPY
Ugw46n6WI3bopdDtDkd4AaABAg,That thing is as long as how tall I am and about as thick i as my arms...I can't even look at snakes!,قبل 3 سنوات,Happy cat,UCc-Vi38OxxJ27g0JrUVmT0g,0,,False,FaL_phuwxhs
UgyRCEU9bFZi-NV2bDh4AaABAg,好大壓力頂AL,قبل 8 سنوات,stonema,UCi2gUcTcit5Ml0olIrmj7Rw,8,,False,Kg9j-ztajIk
UgzXlxLAz-rA6myFspZ4AaABAg,<3 good job,قبل 3 سنوات,old grandpa,UCWnvGzQVFMZm3PdvbkL7cDA,0,,True,o5vnk5mc2x4
Ugyi855kdg2d5eM-H1F4AaABAg.8Z9JzoLDTgw8Z9OFr8kH6G,men ayer subi roblox :v ya no seas activo :v,قبل 4 سنوات,PepiCr YT,UCpFOhw-kRYSFbC0blM1drlw,0,,False,O_i1jxtluOY
UgzsQ05wUsyDZsrT2Rd4AaABAg,"Gina: sumamente de acuerdo contigo, todo estos consejos que has compartidos me gustan y tmbn práctico así la alimentación q tú hablas y sumos naturales.
Gracias por tú ayuda y bondad, exelente ojalá haga eco en los lectores q les gusta lo mejor de lo mejor vale, pura vida mi saludo desde Costa Rica. 😊👍👍👌",قبل سنتين,Marce Quintero,UCZPwyUIyvscDuvYnq_B29ng,0,,False,p2Rdxs3O7II
UgzUzlxHuHJxnkNfx3N4AaABAg,U8,قبل شهر واحد,Mario Marambio,UCcLhfBsiOaydFYGHHxyxP2Q,0,,False,FPtMbBDb0yA
UgxfkMyGjC6xr1ztpMJ4AaABAg,"hey man im thinking of picking one up, what was your otd price",قبل 4 سنوات,menswearhous,UCC2ygJ_iyy0oylNmdwEHisg,0,,False,iTVjGw5gW0M
UgiRnH4UnRW42ngCoAEC,Abe ova e Bugarija ?...,قبل 6 سنوات,Lari Holt,UCFWucCbY8DXbJcFo8yqZjgA,0,,False,CiTKft1nx6A
Ugy0zArMLQFNW3qheI94AaABAg.8GbwVFqjkOG7------47pI,"+Brandon Sealey Yes, you are.",قبل 4 سنوات,Link Karlus,UCpOdF9-h7HnppoWNeY5FPHA,0,,False,TkT2CpMdqUM
UgymyCWSE7LJMx9NYMp4AaABAg,Osm💖,قبل 3 سنوات,riya rahi,UC7uU3giF9VsP1sxzoXcM1wA,3,,True,CTrsmc_zFvE
UgzMWsPz3mVt_Si0c7R4AaABAg,I REALLY ENJOYED WATCHING THIS VIDEO,قبل 10 سنوات,k8sd,UCwsTblw7CJuj-LaqYnDYbeQ,7,,False,YJR7Xsf7O-o
UgiJq_5bglxqNHgCoAEC.8G62bAP78YL8GHTXNCRkfq,"Если это вопрос, то да. Но я еще его не записал, не везет с командами опять",قبل 5 سنوات,Suleiman Play,UCpgYqx-Ww4ACCQb8AoDJG-w,0,,False,h6h5NAI2btw
Ugyyo1TUOEdCLpNA2Rl4AaABAg,on povedal slovinec len to nebolo dobre pocut skus si to pustit vela krat  a bude ti to tak zniet,قبل 14 سنة,oomatejkooo,UC5OVsfSTY712odX8THPqbzg,0,,False,v4oimrc38HA
UgyOAB-haRtp64S6RSB4AaABAg,"no son tipo nfs,
mas bien son como midnight club, pero aun asi es muy bueno!!
y si avisa cuando ncuentres uno con 2 o mas competncia xq solo como q aburre",قبل 9 سنوات,HAS5AN L3C,UCfF7UYwTtyRhHBvbVqKHzPA,0,,False,Y-lCcNIS9Bk
Ugg0g721ZIe0UXgCoAEC,"Man, thats brilliant hahaha. No comment needed.",قبل 6 سنوات,Bcn Rocks,UCaeaOVbEEFA8VaCaHeuy9Kg,1,,False,9Ne5dgg0yzI
UgzcsqZzZHuZB6YWOyt4AaABAg,"LE CAYO ANILLO AL DEDO POR EL ANIME , LA TRAMA , LA MUSIKA Y LA EPOCA EN PLENA ROBOTECHMANIA ,CHICAGO TU ERES MI INSPIRACION BABY....",قبل 9 سنوات,i400zemtoku,UC9c9nTDIPi8xXQ1kA-mS46A,6,,False,B5u2fcpACeM
UghmCfOo2YT4FHgCoAEC,,قبل 6 سنوات,MrFyMusic Video,UCjG9rlziIYA_r4CsixuOo8Q,0,,False,VOgi6V_Whbw
Ugw8gvkAEn5nuFzq9td4AaABAg,"2 года прошло...(мой новый акк я  Марк)
Такой кринж ловлю хахаха",قبل سنة واحدة,hunamuna123,UCOmYdAZlWSvHpHUmgudskFw,0,,False,3LVNfrCtC7w
UgiL4Xdzhjr1DHgCoAEC,"I imagine they wont give humans transformations, but give them better regen on stamina and health and ki and such",قبل 5 سنوات,Terrational,UCPuhB6OM6IxCRZykSGef_vg,0,,False,XQbQFPYCk5E
UgzcK2OKs53KUqPNxP94AaABAg,"Thank you! And no actually, it's the Pink Sony Cybershot I've had for a couple years and used before. I think the natural lighting in my kitchen makes it look so much better! And thanks again! :)

~Laur",قبل 9 سنوات,LA Page Makeup,UCcMmRUtF4rUCHmssiu_moLQ,0,,False,k8RH3BmPee4
UgiFQlA4mVlch3gCoAEC,"No es justo, solo audio . 
Yo quería ver como bailaba Nick y demás :/ ",قبل 7 سنوات,Ornella Fermi,UCRM9mEgrVQuE64RHuk7J4kQ,0,,False,cRTPr1OEX4Q
Ughj7wUS50kvpXgCoAEC,Sei bellissima :D,قبل 6 سنوات,Damiana Levy,UCAFr3IK4GZHR_K-uqpz_mFw,0,,False,8ENgF62aWYs
Ugy1i_fbWOrA-qOHw7x4AaABAg,"Макаронский ... 
Alexander...
NEWкомми
Они знают кто я такой на самом деле",قبل 4 سنوات,6aTuH_TanoK,UCZE8aaGo4k617FyUzsH-m3Q,0,,False,aQafaY7x5p8
Ugj7DxebYzQnLXgCoAEC,"do you have any advice to give me, im a us citizen and the only broker we have is dinero libre, do you think its a broker to be trusted??
let me know anyone who has traded with this broker",قبل 5 سنوات,Dulshan Sulakshana,UClid0yD-L3zc0V9pD4THlog,0,,False,WDDCV8qLhYA
UgyhxQn4aaUwBqKd4GZ4AaABAg,/watch?v=80kLKk1PYE0&list=UUIpeMkP-IyienCEzlOk7zzw,قبل 9 سنوات,mrvisualmidia,UCCTBNdemu3aomFtnTPSRdCA,0,,False,ykENjXnyCQ8
Ugz-FTKcX-yw6alt4Il4AaABAg,Sorry about Beluga...,قبل 3 سنوات,Steve Ollice,UCCozvNNSMBbbsH0pYKMaa6A,0,,False,DhFjCJ68QWM
UgzVM5FPVyeW2u5iaE54AaABAg,"Camisa de Venus foi o diferencial. bateu de frente, letras ,temas, efeitos, tudo era novo. Pena q depois Marcelo pensou que ele era o cara. . Mas tinha o Gustavo Muller",قبل سنة واحدة (تم تعديله),KausNoma,UC3vByKs5as6zwQVoMA8S7lw,0,,False,YB6_GbhJFW8
Ugwdx7vUGFQYHhuFGu54AaABAg,انا بردوا هيبقى عندى تبدلين ايه رايك مين احسن بعد الجوله الجايه صلاح و خمينيز ولا مانى و فيرمينو؟,قبل 3 سنوات,Mostafa tarek,UCjidx9MAnGtnCgmacwzxxBQ,0,,False,9WBJuoNjQd4
UgzQEu7IY1ThTjwbt4l4AaABAg,"Greatest YouTuber that has never said no, or has not ever ignored us fans. Always talked with us like fb he's talking with the whole world & sharing his experiences. He reminds me so much of my uncle that passed away, protective and made sacrifices for his family, his children and grandchildren. God bless his soul. Gone but never forgotten 😢😢💔💔🙏🏽🙏🏽",قبل 4 سنوات,AbsoluteZero93,UC9JzHIV4YkbjTG6yyZEfuWw,21,,True,Qwxruq0CjY8
UgjgsFZTnk15CHgCoAEC,Got any advice for the gooser challenge?,قبل 8 سنوات,lelongwha8,UCVh069N8dhCpy2x0lrwiSbw,0,,False,Xty2zIDpHvQ
UgyhLEFqQrQ7KV48KSN4AaABAg,"NEWS!
DANGEROUS RAT EATS PERSON
This giant rat is attracted by trash in a room, and gets really agressive when feeded. It prefers fresh meat. More information is unknown...",قبل 9 سنوات,P artago,UCf7Ek6FYa2M6Ng6s7tZ1b0g,4,,False,lfty2XOMfMY
Ughs0N4ZTfXV0XgCoAEC,"Marais, Lully, Bach, excellent choices, and very nice execution ! Thank you.
You just need to add something from Purcell, master of bass tracks !",قبل 4 سنوات,Blockhausjim,UCJFZ0i9vHr8Ng2fYlFQBPRA,4,,True,F02y_LdPjIU
UgyTWVGfftzRtBRldTJ4AaABAg,Люди все добрые! Смотрю фильм и слушаю песню-мы правда так жили!!! Я плачу. Куда это все ушло!,قبل سنة واحدة,Ирина Горохова,UC9ctSvZaYQ5Bi5zZCCHUvIA,36,,True,Sifqg2WJnv4
UgxIzeP32s4AVZBg3Lh4AaABAg,Falou tudo graças a Deus você existe Jorlan parabéns,قبل 3 سنوات,Rafael Albuquerque,UCln9I8ceYXTtvzALqtNPNWw,2,,True,FM2uKOAJhnA
UgwevL5Rh5wKN6fiZOR4AaABAg,讓我把她抓起來好好審問一番,قبل 9 سنوات,金蓋勇,UCawCvzkTOLoj2aNjLtNO0Xw,0,,False,sO9sruyZYDk
UgyX4Qk2ywdWZ8sZ-u14AaABAg,open the chest so u can get the cards and stuff,قبل 3 سنوات,Ultra Star,UCylPDpeJVpE5Ftss7xQhLvg,0,,False,iIewIOEDpBs
UginGPn_kY5fungCoAEC,"Geiles Video 
Musik gut - Stimmung gut - Wetter gut - einfach alles gut :)",قبل 6 سنوات,Partyfuchs1,UCDPSd19apGrpvBuFOvMjwXw,2,,False,9AqqXzV378E
UgiWzVKfsDIe1ngCoAEC,7:11 is when he gets it,قبل 5 سنوات,Elliot Smith,UCh2pAUsKrZbvihYJKQ2VnlQ,1,,False,zx9iiDNARhU
Ugz-CExYSgj6NF2s-eB4AaABAg,1:36-1:40 farin verliebt sich,قبل 11 سنة,MeisterQualle,UCi8jazwUKN0gLbMdOUpKX8A,0,,False,lomD1i4gHDs
Ugxeq4ouBJOUq5J3AGp4AaABAg.8jpCb0dx8MX8jrJ1NgofRG,Magna Vulcan Never.,قبل 3 سنوات,Tomaserin Casablanca Larocque,UCWb6MvIIblU_ROyC3w21yJQ,0,,True,zkiBEqnOd7A
Ugw4stmJ5wnbCgj8R-h4AaABAg,"Привет, какой у тебя был вес на момент поднятия? У меня просто вопрос возник, нужно конкретный вес 60 или 67 кг?",قبل 3 سنوات (تم تعديله),Canibus dickrider,UCtaCfaKmqjmj47hOtMBVkcg,0,,False,5qOG8QjCWtw
Ugws4j5glL6O86oZ1ZB4AaABAg,Superbe vidéo merci de nous faire partager ces moments là 💪,قبل 3 سنوات,Mr Nitchy,UChIjwPzd7GmVZmMtyHpO9NQ,1,,True,QOnQ6pfKhvg
UgwBBI2QtvDcRWqV91x4AaABAg,Partida DLC cara ksksksks. Zig jogo muito. Zig trás o jogo Hitman sniper jogo má bom.,قبل 4 سنوات,Lucas Camacho,UChsHpYLvPtooZNVDDrYAaXQ,1,,False,N4rB6sifa5k
UgjujY6ZwWurbXgCoAEC,"TALENTO É ALGO QUE INCOMODA MUITA GENTE, FORÇA CARLOS !",قبل 7 سنوات,Rosana Melo,UCWjwxbFfQ0oGFJmbssATjiw,16,,False,DEInokc9LtI
UginC374HpGil3gCoAEC,LO MAXIMO,قبل 6 سنوات,C N,UC02swsDJS1eLi_uqmpPtRXw,3,,True,Q3_OvvogLL0
UgxA63HBRfEJif-F5x54AaABAg.8cv7FksqLj38cv8d7D-429,"Bien, bien pero ...",قبل 4 سنوات,Charro Negro,UCCCNLQMVup8LYztQ8T475RA,0,,False,9YocrF0_Oqk
UgxDjMEIeIUrKmj23Ih4AaABAg,Fluval Fx4 стоит примерно столько же,قبل 4 سنوات,Stas,UCkj0ZTOWgy_f_c6aioTN8SA,0,,False,pSpBAWPdK-U
UgjwW-dOXkjkwHgCoAEC,"whenever you think you will lost, just disconnect. GG",قبل 6 سنوات,LucHD,UCpkwlv2LUV9lHVRwkAGVJ6Q,6,,False,qb5bdzPCVU8
UggmgnZtEzzt9XgCoAEC,"sam, maak het omgekeerde van een cobble generaror zodat er obsidian komt in plaats van cobble. zet dan een transfer node(items) met daarin een world interaction upgrade(hopelijk zit die mod er in) daardoor word er automatisch obsidian ""gemined"" veel succes en het werkt het(echt)",قبل 5 سنوات,Nolle Everaert,UCsl4rWTHPWJhKhRbnw0yuCA,0,,False,80WFBtz4tU4
UgwzoxjdrbEh5ZWtpEB4AaABAg,小皇子永遠的巨星：陳百強👍👍👍💞💕💞,قبل 8 أشهر,Hiu wah Chan,UC0aKT8aVJtUDgEosXzrVkVQ,2,,False,r5kuKweXlq4
UgjICfvYguJ8vngCoAEC,That beta nugget is worth way more than 19 keys it's like 120,قبل 5 سنوات,Joseph MLGPro,UCqrz_Xur16YxI7mqxsffseg,0,,False,D7GyLwYl5Zc
Ugyhbn8V7_Dxb5WmlLB4AaABAg,W kazdej sytuacji masz super poczucie humoru :-),قبل 3 سنوات,Marcin Krasicki,UCChmVdKBv9fwK4oOx6g8clA,0,,False,niGcrPKcOxw
Ughbq5P5ZEKtYHgCoAEC,"Hi Charles, I'm from Novi Sad and I realy like your videos about our country, you represented her very well to world, Big thanks",قبل 5 سنوات,DJNEX,UCdxhm6er5rsnKhlGjGxRiuQ,3,,False,5v628_87-n4
Ugyb4p88CgJLd7hrDIt4AaABAg.8Vn64lc_Zhy8VnkN86MHZV,"Yes, thanks!! :D",قبل 4 سنوات,Cody Osten,UCD5SJ3R8nUotBBBMVLqKgbg,0,,False,51nd_NTNjFw
UggfhEx5UdGPHXgCoAEC,noice,قبل 7 سنوات,Neffzy,UCLGV9SBR553cALodJiKn3jA,0,,False,bduTk3tdi9Y
UgzQfnDjB-U9-A_ovTl4AaABAg,Alhamdulillah,قبل 3 سنوات,Alam Anisha,UCi0lK1OBcFaV13olfRYKmgw,1,,True,vnOqLLM_04o
UgxzwMy7gm_5shUoNkR4AaABAg,ganker,قبل 11 شهرًا,Dust Rock Blues,UCD-EERf8bXuz6CNen-BDdlg,0,,False,19UbtcfOLTs
UgioTK_DEbFqgHgCoAEC,уж лучше xiaomi yi купить,قبل 6 سنوات,Алексей Косогор,UC9lleQZ1Rj83yzu5Z6IEGaA,3,,False,6H9hfsr6lKk
Ugx3ZXyD-Xiv-OIqyyl4AaABAg,seriously all your green day covers are amazing!!! i love green day so much and you just make the covers sound great,قبل 11 سنة,Brock Anders,UCuBMYn-kRx3Jfo_gOuR6kXw,2,,False,xnicntX4O_k
UgxodjiBMF3g5HKMoxJ4AaABAg,Как же было круто!!! Ностальгия!!,قبل 8 سنوات,Денис Мухаметшин,UCRPu_tlYmVfOFYXvBvzABFg,0,,False,cjSM4RerW98
UgxEnscczpPzixDbH5N4AaABAg,Poor CM,قبل 3 سنوات,Aasha Vlogs in Telugu,UCrkkkgz3jZ_HPAzU_hQ1mbw,1,,False,FB4RIcKlOS0
UgwGDe2GbjnXuCyvSEV4AaABAg,Dam it's funny how funny this dude is keep going,قبل شهرين,Wikuki Wai,UCIFu2hxl1-qp6sEAZ38w8Mw,0,,False,N-bd-ztcfG8
UgzRO8MuuNbGohHCqIV4AaABAg,"I wish this still played at GE.
Also, Awesome Shirt!",قبل 3 سنوات (تم تعديله),Clowny Moose Bean,UCb-StwnUE3Znc7DfJk9NPSw,4,,True,I6hXq3GYU0E
UgirPlzASTefAngCoAEC,بالتوفيق خوتي,قبل 5 سنوات,JA BER,UCpHCWQZ0_b1LIa1wFt5IwHQ,1,,False,JjYc1AOs8h8
Ugi4pxLnsp5U1XgCoAEC,é Raul gil,قبل 6 سنوات,Ivan Barbosa,UCyxTGo_v6znS-EClaeOh9zA,0,,False,gYRu7SwrRoM
UgxUBeMt6U3M-oaoWEB4AaABAg,Saludos y bendiciones desde Acapulco. Suerte y exito en el futuro..!!😉😘😘👍🏵⚘🌷🌼🌻🌺🌹,قبل 4 سنوات,Luisa Velez,UCDc2Wr0Z8dD_KhCzI0fopMQ,0,,False,9w9Kd83ox5Q
UgwEVhG8ej-Uty-DWJh4AaABAg,"@mradaChris 

Is the best Giulio Cesare with a soprano as Cleo! :)",قبل 12 سنة,thebarroque,UCHl9I4oUwzXfthUpgSgXp2g,0,,False,YiK1edm_CcE
UgzJHfFfrjKIVY0N8_N4AaABAg,Her voice is so beautiful 💞💞💞💞💞💞💞💞💞.,قبل 3 سنوات,Zindagi Kashyap,UCM3u202pXUjAXtDbguoP_yg,0,,False,RxJMa92wQRs
UgydXBp-mPgIlUsCF-Z4AaABAg,"Epic glitch Devmack...







(And sneaky 😁😁😁)",قبل 3 سنوات,Hyena Mage,UCq0ScJvTpdRuBG7xmfxzMPw,1,,False,OIM2gYyrPKQ
Ugy0ZzlMq2Yn9gqQcBp4AaABAg.8W5i9g38GEM8WAjebvDNL1,"No, creo que no me explique muy bien, yo vivo en Dallas, Oregon, jejeje es muy chico por aqui. Tambien esta otra ciudad llamada The Dalles, que muchos se confunde con Dallas y The Dalles.",قبل 4 سنوات,alexisaries,UCb0rCPnRjh-t4hXQQ9dLXYQ,0,,False,FaWFwgXoNRI
Ugi56Ei82BIIgHgCoAEC,Gracias Saludos de Mexico..,قبل 6 سنوات,jose elias arredondo campos,UCB9WXgH4t34tugOYWJgLYdw,1,,False,UVEjj6ctglo
UghdBziDOwjnsHgCoAEC,This is me rising the subway. So many things can and will happen around me without me caring until some form of construction that stops one of the tunnels or exists.,قبل 6 سنوات,Devy,UCyUYT_gYeZuwxyGLHNa8Tmg,12,,False,Fb1ebO8nr94
